nplv,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г6838638;;>,5.0,41.0333333,18.5666667,41.0333333,3.9086792,0.4926862,0.168182,0.205203,0.118673,0.0402964,1573.0,1569.0,11.9957703,13882.9443447,118.2,1.0,16.071,0.118,0.05,0.527,0.03,0.02,0.051034,0.1,0.319,0.293,4296.0,0.002,0.407,0.285,0.102,0.609,0.014,0.012,0.072,0.006,0.021,0.47,0.002,0.002,0.003,0.76,0.0001,0.419,0.103,0.79,0.013,0.014,0.073,0.008,0.018,0.565,0.003,0.037,4.7,56.2,0.4,14.3,0.1,2.4,23.5,5.2,62.6,0.3,6.3,0.07,2.7,23.2
г6838638;;?,5.0,41.0166667,18.0166667,41.0166667,,0.4579382,0.128002,0.13649,0.124014,0.0397824,1580.0,1570.0,13.9216579,13191.119334,116.7,1.0,19.034,0.117,0.05,0.494,0.029,0.02,0.050383,0.136,0.21,0.223,3961.0,0.002,0.418,0.314,0.108,0.662,0.008,0.011,0.07,0.008,0.022,0.46,0.002,0.003,0.003,0.764,0.0001,0.417,0.108,0.784,0.007,0.012,0.07,0.009,0.017,0.564,0.003,0.037,4.7,54.0,0.5,15.3,0.11,2.3,23.2,5.4,50.7,0.3,12.5,0.06,2.4,20.8
г6838638;<7,5.0,41.05,18.3833333,41.05,,0.4738152,0.102172,0.116903,0.124069,0.0405823,1581.0,1573.0,14.1349064,12866.0018132,118.6,1.0,19.302,0.051,0.05,0.519,0.029,0.02,0.051396,0.144,0.179,0.178,3942.0,0.002,0.379,0.337,0.12,0.673,0.006,0.011,0.072,0.011,0.024,0.455,0.002,0.003,0.003,0.76,0.0001,0.417,0.116,0.779,0.006,0.013,0.073,0.012,0.016,0.567,0.004,0.035,5.4,53.4,0.4,7.4,0.08,2.6,20.4,5.6,52.7,0.3,8.1,0.07,2.5,21.4
г6838638;<9,6.0,41.3333333,23.3166667,41.3333333,3.9022082,0.460745,0.12915,0.11732,0.117042,0.0408397,1555.0,1570.0,14.8158871,13579.1279485,117.6,1.0,20.413,0.115,0.05,0.498,0.03,0.02,0.051722,0.133,0.18,0.225,5277.0,0.002,0.405,0.312,0.098,0.68,0.007,0.011,0.079,0.007,0.019,0.462,0.002,0.003,0.003,0.764,0.0002,0.42,0.101,0.789,0.006,0.011,0.08,0.009,0.015,0.571,0.004,0.038,4.7,56.1,0.7,11.5,0.12,2.5,22.2,5.5,60.7,0.3,6.2,0.06,2.7,22.3
г6838638;==,24.0,44.8666667,26.55,44.8666667,3.5885714,0.4721604,0.175644,0.162743,0.171402,0.0394213,1585.0,1630.0,15.2612184,13328.8135593,114.5,1.0,22.824,0.238,0.05,0.502,0.04,0.02,0.049913,0.193,0.251,0.306,5898.0,0.002,0.404,0.27,0.088,0.642,0.005,0.01,0.06,0.008,0.019,0.43,0.001,0.003,0.003,0.75,0.0006,0.416,0.087,0.79,0.004,0.012,0.061,0.009,0.012,0.561,0.003,0.038,4.1,50.2,0.6,16.5,0.43,2.0,24.7,4.7,56.5,0.4,11.8,0.14,2.2,25.9
г6838638;=>,30.0,47.8666667,23.9,47.8666667,3.5801105,0.4289316,0.157276,0.159984,0.14274,0.0400215,1563.0,1595.0,11.7983193,13493.7238494,117.5,1.0,18.33,0.086,0.05,0.452,0.063,0.02,0.050673,0.15,0.248,0.274,5375.0,0.002,0.447,0.29,0.093,0.649,0.006,0.011,0.065,0.008,0.018,0.456,0.002,0.003,0.003,0.747,0.0005,0.417,0.092,0.79,0.005,0.011,0.064,0.009,0.013,0.571,0.003,0.037,3.8,59.1,0.3,12.1,0.15,2.3,26.0,4.2,51.4,0.9,10.7,0.19,2.4,21.2
г6838638;>6,52.0,45.2,25.7833333,45.2,2.0,0.4947528,0.138908,0.14947,0.168276,0.0410499,1547.0,1582.0,12.1154867,13578.539108,120.0,1.0,18.254,0.167,0.05,0.537,0.076,0.02,0.051975,0.194,0.23,0.242,5835.0,0.002,0.401,0.308,0.123,0.659,0.009,0.01,0.077,0.01,0.023,0.434,0.002,0.003,0.003,0.758,0.0002,0.417,0.121,0.789,0.008,0.012,0.077,0.011,0.015,0.564,0.003,0.038,4.7,53.6,0.5,15.0,0.23,2.2,24.2,5.4,53.3,1.0,13.1,0.2,2.2,24.1
г6838638;>7,53.0,43.85,23.5166667,43.85,4.4109415,0.4811542,0.150962,0.149796,0.137898,0.0405641,1532.0,1584.0,13.0341709,14650.0354359,118.5,1.0,18.733,0.166,0.05,0.518,0.075,0.02,0.05136,0.147,0.232,0.263,5742.0,0.002,0.398,0.298,0.107,0.657,0.006,0.01,0.078,0.008,0.021,0.447,0.002,0.003,0.003,0.766,0.0003,0.418,0.107,0.787,0.006,0.011,0.078,0.01,0.013,0.562,0.003,0.037,4.4,51.8,1.1,17.5,0.42,2.1,24.2,4.5,48.0,0.5,12.6,0.11,2.3,21.3
г6838638;>8,52.0,42.3666667,21.5666667,42.3666667,4.521023,0.3982602,0.145222,0.115567,0.106122,0.0403643,1534.0,1573.0,13.8134831,14363.8330757,117.8,1.0,19.124,0.081,0.05,0.418,0.077,0.02,0.051107,0.113,0.179,0.253,5163.0,0.002,0.486,0.302,0.114,0.689,0.006,0.009,0.069,0.008,0.02,0.469,0.002,0.002,0.004,0.765,0.0003,0.418,0.11,0.784,0.005,0.008,0.069,0.009,0.014,0.56,0.003,0.036,4.5,56.9,0.3,11.8,0.1,2.6,21.9,4.8,60.0,0.7,7.5,0.11,2.6,22.9
г6838638;>:,24.0,47.4,24.2166667,47.4,3.4492997,0.4174706,0.119966,0.120799,0.089049,0.0377935,1549.0,1574.0,12.6443038,13190.9153476,110.5,1.0,19.978,0.112,0.05,0.446,0.028,0.02,0.047852,0.083,0.189,0.209,5324.0,0.002,0.456,0.312,0.117,0.677,0.008,0.01,0.083,0.008,0.023,0.485,0.002,0.003,0.003,0.746,0.0006,0.416,0.119,0.794,0.007,0.013,0.083,0.009,0.018,0.564,0.003,0.037,4.4,51.6,0.4,12.7,0.11,2.3,22.8,4.9,56.3,0.5,10.6,0.1,2.5,23.0
г6838638;>;,26.0,42.5166667,19.0166667,42.5166667,2.5570825,0.4286592,0.136612,0.167627,0.101706,0.0387357,1581.0,1569.0,15.0928058,12838.2120947,111.8,1.0,20.979,0.163,0.05,0.455,0.027,0.02,0.049045,0.082,0.263,0.238,4069.0,0.002,0.417,0.301,0.113,0.636,0.007,0.01,0.08,0.008,0.024,0.476,0.002,0.003,0.002,0.744,0.0001,0.416,0.114,0.787,0.007,0.012,0.08,0.009,0.017,0.561,0.003,0.037,4.0,50.9,0.6,11.7,0.1,2.2,22.7,4.3,53.9,0.4,14.3,0.14,2.2,24.9
г6838638;><,24.0,46.0333333,19.0,46.0333333,2.4414447,0.508381,0.15211,0.184575,0.129591,0.0407924,1588.0,1574.0,18.1874862,12701.0526316,119.8,1.0,27.453,0.129,0.05,0.55,,0.02,0.051649,0.117,0.289,0.265,4022.0,0.002,0.409,0.292,0.118,0.631,0.008,0.01,0.078,0.009,0.023,0.446,0.002,0.003,0.003,0.771,0.0011,0.413,0.118,0.789,0.007,0.012,0.078,0.009,0.02,0.557,0.003,0.037,5.1,54.5,0.9,13.5,0.13,2.2,24.4,5.3,55.7,0.4,8.5,0.08,2.1,26.5
г6838638;>=,26.0,41.2,20.1666667,41.2,3.4707104,0.4771096,0.140056,0.172831,0.109776,0.039907,1567.0,1582.0,15.2874453,13200.9917355,117.5,1.0,20.396,0.126,0.05,0.514,,0.02,0.050528,0.092,0.271,0.244,4437.0,0.002,0.409,0.301,0.12,0.638,0.008,0.01,0.075,0.009,0.023,0.456,0.002,0.003,0.004,0.746,0.0002,0.414,0.12,0.79,0.007,0.014,0.075,0.01,0.018,0.561,0.004,0.037,4.7,53.4,0.5,12.2,0.08,2.2,23.8,4.4,55.8,0.7,8.4,0.09,2.1,27.2
г6838638;>>,14.0,50.05,24.8666667,50.05,3.7305207,0.4864928,0.110208,0.14606,0.123252,0.0402214,1530.0,1580.0,16.0431278,13905.3619303,118.7,1.0,25.874,0.162,0.05,0.532,,0.02,0.050926,0.124,0.228,0.192,5763.0,0.002,0.404,0.326,0.115,0.663,0.007,0.01,0.073,0.01,0.023,0.455,0.002,0.003,0.003,0.759,0.0001,0.413,0.115,0.787,0.006,0.011,0.073,0.011,0.019,0.557,0.004,0.037,4.8,55.3,0.8,10.5,0.12,2.2,25.1,5.4,59.3,0.5,5.5,0.09,2.3,26.2
г6838638;>?,20.0,45.8333333,17.9,45.8333333,2.4106628,0.4781754,0.132594,0.165579,0.183501,0.0401645,1601.0,1585.0,13.4378725,13149.7206704,118.4,1.0,19.791,0.167,0.05,0.517,,0.02,0.050854,0.207,0.257,0.231,3923.0,0.002,0.436,0.315,0.102,0.653,0.007,0.01,0.075,0.009,0.018,0.411,0.001,0.003,0.003,0.774,0.0002,0.418,0.101,0.792,0.006,0.012,0.075,0.009,0.015,0.559,0.003,0.037,4.7,52.3,0.5,13.5,0.29,2.1,25.3,5.2,58.9,0.5,5.6,0.1,2.2,26.2
г6838638;?6,25.0,48.3833333,23.3,48.3833333,3.2728707,0.397819,0.13489,0.148242,0.107397,0.0378788,1558.0,1577.0,12.6317555,13717.5965665,111.9,1.0,20.088,0.123,0.05,0.418,0.037,0.02,0.04796,0.099,0.232,0.235,5327.0,0.002,0.464,0.304,0.096,0.651,0.007,0.012,0.065,0.007,0.017,0.464,0.002,0.003,0.003,0.759,0.0001,0.415,0.096,0.784,0.006,0.012,0.066,0.008,0.014,0.552,0.003,0.037,4.0,52.8,0.8,20.1,0.15,2.2,24.4,4.3,55.3,0.6,10.4,0.18,2.1,26.4
г6838638;?7,32.0,46.0333333,22.5,46.0333333,3.0673653,0.4811108,0.150388,0.149774,0.120354,0.0405073,1568.0,1588.0,16.2981547,12509.3333333,119.2,1.0,21.835,0.147,0.05,0.518,0.05,0.02,0.051288,0.118,0.234,0.262,4691.0,0.002,0.415,0.294,0.108,0.654,0.007,0.01,0.07,0.008,0.021,0.451,0.002,0.003,0.004,0.751,0.0002,0.425,0.107,0.792,0.006,0.01,0.067,0.009,0.019,0.563,0.004,0.037,4.7,47.8,0.8,12.8,0.13,2.2,22.0,4.0,54.6,0.7,13.5,0.18,2.1,25.9
г6838638;?8,38.0,42.0333333,22.3,42.0333333,3.3172738,0.4900284,0.187124,0.211864,0.140646,0.0401989,1550.0,1570.0,14.8075056,13592.8251121,117.8,1.0,20.167,0.136,0.05,0.52,0.035,0.02,0.05089,0.122,0.332,0.326,5052.0,0.002,0.41,0.268,0.095,0.613,0.006,0.01,0.065,0.007,0.018,0.442,0.002,0.003,0.004,0.759,0.0003,0.417,0.095,0.795,0.005,0.013,0.066,0.007,0.016,0.557,0.004,0.037,4.6,46.8,0.4,9.2,0.08,2.2,21.1,4.9,57.8,0.4,8.5,0.1,2.2,26.6
г6838638;?9,39.0,41.85,20.9833333,41.85,3.9418041,0.4335312,0.125132,0.17017,0.132744,0.0406597,1554.0,1580.0,13.132497,13808.101668,119.2,1.0,18.028,0.16,0.05,0.463,0.03,0.02,0.051468,0.128,0.266,0.218,4829.0,0.002,0.448,0.319,0.102,0.65,0.006,0.008,0.067,0.008,0.019,0.451,0.002,0.003,0.004,0.756,0.0004,0.414,0.103,0.786,0.005,0.011,0.067,0.009,0.015,0.558,0.004,0.037,4.4,41.7,0.4,9.3,0.11,2.2,18.6,5.1,42.6,0.4,7.6,0.07,2.4,17.9
г6838638;?:,35.0,51.2166667,23.3333333,51.2166667,3.5065068,0.4736418,0.158998,0.2078,0.126969,0.0403169,1548.0,1573.0,14.4058575,13682.5714286,118.5,1.0,12.297,0.127,0.146,0.422,0.086,0.02,0.051034,0.103,0.326,0.277,5321.0,0.002,0.466,0.283,0.114,0.611,0.008,0.009,0.074,0.007,0.021,0.448,0.002,0.003,0.003,0.761,0.0001,0.41,0.113,0.787,0.007,0.012,0.074,0.008,0.016,0.56,0.003,0.037,4.2,43.4,0.6,9.6,0.15,2.3,19.1,5.4,57.2,0.8,11.1,0.16,2.3,25.4
г6838638;?;,42.0,44.2166667,17.6833333,44.2166667,3.0,0.3978828,0.110208,0.135834,0.115731,0.0393744,1572.0,1579.0,12.1946132,13168.3317625,111.3,1.0,17.733,0.126,0.05,0.423,0.033,0.02,0.049841,0.117,0.212,0.192,3881.0,0.002,0.47,0.325,0.12,0.671,0.01,0.011,0.074,0.008,0.02,0.461,0.002,0.003,0.003,0.767,0.0002,0.417,0.119,0.788,0.009,0.013,0.074,0.009,0.017,0.561,0.003,0.038,4.1,52.7,0.6,19.0,0.22,2.2,23.9,4.4,52.2,0.8,19.3,0.12,2.3,22.5
г6838638;?<,24.0,50.3833333,21.85,50.3833333,3.3686869,0.4746892,0.165312,0.212463,0.19881,0.03906,1584.0,1583.0,12.923186,13414.187643,115.3,1.0,21.273,0.16,0.05,0.505,0.026,0.02,0.049443,0.21,0.331,0.288,4885.0,0.002,0.408,0.279,0.121,0.597,0.01,0.009,0.101,0.007,0.024,0.403,0.001,0.003,0.003,0.752,0.0001,0.414,0.122,0.785,0.009,0.013,0.101,0.009,0.016,0.558,0.003,0.037,4.6,50.4,1.0,17.8,0.25,2.1,24.4,4.6,55.0,0.4,10.9,0.14,2.2,25.3
г6838638<77,7.0,43.6833333,15.3333333,43.6833333,2.8999221,0.0851934,0.057974,0.048231,0.049302,0.0371458,1593.0,1602.0,6.8139048,13171.3043478,109.6,1.0,9.583,0.08,0.03,0.067,0.03,0.01,0.04702,0.054,0.075,0.101,3366.0,0.002,0.411,0.321,0.116,0.676,0.013,0.01,0.074,0.009,0.023,0.468,0.001,0.003,0.003,0.769,0.0002,0.418,0.116,0.788,0.012,0.012,0.074,0.01,0.015,0.552,0.003,0.038,4.5,48.9,0.9,19.0,0.4,2.3,21.5,4.9,54.0,0.5,14.5,0.16,2.2,24.2
г6838638<79,32.0,42.3666667,23.7333333,42.3666667,4.2844532,0.3941788,0.104468,0.122384,0.134313,0.0398602,1537.0,1585.0,13.3370613,14384.8314607,114.5,1.0,18.683,0.102,0.05,0.42,0.076,0.02,0.050456,0.151,0.19,0.182,5690.0,0.002,0.467,0.328,0.114,0.674,0.012,0.012,0.08,0.008,0.022,0.46,0.002,0.003,0.003,0.756,0.0002,0.415,0.113,0.782,0.012,0.012,0.081,0.009,0.014,0.555,0.003,0.038,4.0,56.6,0.7,12.5,0.39,2.7,21.2,5.2,57.1,0.5,12.6,0.15,2.5,23.1
г6838638<7:,28.0,41.1833333,21.2333333,41.1833333,4.4003919,0.456734,0.12054,0.130686,0.110313,0.0396027,1548.0,1578.0,14.8726751,14298.2731554,115.7,1.0,20.169,0.165,0.05,0.494,0.034,0.02,0.05013,0.111,0.204,0.21,5060.0,0.002,0.419,0.319,0.101,0.676,0.009,0.011,0.081,0.007,0.02,0.472,0.002,0.003,0.003,0.768,0.0002,0.416,0.102,0.78,0.008,0.012,0.081,0.008,0.012,0.562,0.003,0.037,4.1,50.6,0.5,16.1,0.36,2.1,23.9,4.5,50.8,0.4,10.3,0.07,2.3,21.7
г6838638<7;,23.0,42.8666667,20.7833333,42.8666667,3.8084706,0.4391396,0.140056,0.124597,0.090129,0.03906,1555.0,1575.0,12.0649811,13854.3704892,113.4,1.0,16.834,0.145,0.05,0.469,0.036,0.02,0.049443,0.083,0.195,0.244,4799.0,0.002,0.424,0.299,0.105,0.662,0.006,0.01,0.067,0.007,0.02,0.479,0.002,0.003,0.003,0.77,0.0002,0.413,0.103,0.772,0.005,0.011,0.067,0.007,0.015,0.55,0.003,0.037,3.4,44.7,0.4,12.9,0.21,2.2,20.2,4.2,51.3,0.4,11.0,0.08,2.4,21.6
г6838638<7<,13.0,42.6833333,17.3166667,42.6833333,,0.434218,0.15498,0.131137,0.101874,0.0393744,1578.0,1573.0,13.789223,13097.2088547,114.7,1.0,19.619,0.16,0.05,0.46,0.056,0.02,0.049841,0.098,0.205,0.27,3780.0,0.002,0.442,0.294,0.104,0.673,0.006,0.009,0.072,0.007,0.022,0.471,0.002,0.003,0.003,0.765,0.0002,0.422,0.101,0.789,0.006,0.012,0.072,0.008,0.016,0.569,0.003,0.038,3.9,50.6,1.0,17.2,0.14,2.2,23.3,4.2,54.9,0.5,13.2,0.07,2.2,24.5
г6838638<7>,25.0,43.5333333,18.05,43.5333333,2.8911679,0.4372302,0.116522,0.096515,0.130911,0.0395743,1589.0,1587.0,18.6889619,13020.498615,115.4,1.0,26.855,0.14,0.05,0.472,0.036,0.02,0.050094,0.157,0.149,0.203,3917.0,0.002,0.43,0.323,0.101,0.692,0.006,0.008,0.064,0.009,0.022,0.449,0.002,0.004,0.003,0.746,0.0002,0.416,0.099,0.774,0.005,0.012,0.065,0.01,0.014,0.557,0.003,0.038,6.3,44.8,0.4,20.4,0.26,2.1,21.0,5.1,49.9,0.5,10.7,0.07,2.3,21.7
г6838638<7?,28.0,42.0166667,20.5,42.0166667,3.7550077,0.454707,0.14637,0.152603,0.105342,0.0396311,1551.0,1579.0,13.0966014,14239.0243902,117.0,1.0,18.197,0.121,0.05,0.486,0.034,0.02,0.050166,0.094,0.239,0.255,4865.0,0.002,0.414,0.304,0.106,0.655,0.005,0.011,0.074,0.007,0.021,0.472,0.002,0.003,0.003,0.767,0.0002,0.419,0.107,0.78,0.004,0.013,0.075,0.007,0.015,0.561,0.003,0.037,4.5,52.6,0.5,16.6,0.2,2.2,23.5,5.1,51.6,0.3,9.0,0.06,2.4,21.5
г6838638<86,21.0,41.8666667,16.8833333,41.8666667,,0.4167284,0.129724,0.104058,0.100764,0.0388601,1575.0,1571.0,12.471686,13024.6791708,113.0,1.0,17.301,0.14,0.05,0.444,0.032,0.02,0.04919,0.108,0.162,0.226,3665.0,0.002,0.431,0.317,0.1,0.691,0.008,0.011,0.079,0.007,0.021,0.481,0.002,0.003,0.003,0.754,0.0001,0.426,0.101,0.787,0.007,0.015,0.08,0.008,0.015,0.566,0.003,0.037,4.1,53.3,0.4,17.8,0.13,2.2,23.9,4.0,56.8,0.4,13.7,0.08,2.2,25.8
г6838638<89,16.0,44.5166667,14.1666667,42.85,,0.3685536,0.117096,0.022188,0.097254,0.0397457,1593.0,1578.0,17.154259,12523.7647059,115.7,1.0,24.502,0.11,0.05,0.39,0.044,0.02,0.050311,0.138,0.032,0.204,2957.0,0.002,0.456,0.324,0.099,0.764,0.005,0.011,0.082,0.012,0.019,0.482,0.002,0.003,0.003,0.756,0.0002,0.417,0.098,0.776,0.004,0.013,0.082,0.013,0.012,0.554,0.003,0.037,4.4,46.6,1.6,14.0,0.12,2.3,20.0,4.6,56.9,0.3,14.0,0.08,2.2,25.5
г6838638<8:,14.0,45.3833333,13.8,45.3833333,,0.4823294,0.138334,0.116628,0.159696,0.0394313,1617.0,1578.0,21.2828491,13034.7826087,115.7,1.0,31.54,0.271,0.05,0.523,0.036,0.02,0.049913,0.192,0.18,0.241,2998.0,0.002,0.396,0.3,0.093,0.672,0.005,0.01,0.071,0.008,0.022,0.431,0.001,0.003,0.003,0.771,0.0002,0.414,0.092,0.778,0.004,0.013,0.071,0.009,0.007,0.55,0.003,0.037,4.1,50.1,0.8,15.0,0.48,2.1,23.4,4.6,49.6,0.7,12.2,0.09,2.3,21.3
г6838638<8;,17.0,44.8666667,18.45,44.8666667,,0.412642,0.10332,0.070691,0.099843,0.03906,1565.0,1578.0,11.89304,13326.8292683,114.0,1.0,17.42,0.119,0.05,0.445,0.025,0.02,0.049443,0.121,0.109,0.18,4098.0,0.002,0.461,0.334,0.104,0.723,0.008,0.011,0.074,0.008,0.019,0.481,0.002,0.003,0.003,0.772,0.0001,0.418,0.103,0.782,0.007,0.013,0.074,0.009,0.016,0.56,0.003,0.037,4.4,54.4,1.1,18.3,0.14,2.4,22.6,5.3,58.2,0.4,13.2,0.07,2.6,22.4
г6838638<8<,16.0,41.5166667,15.3333333,41.5166667,,0.4297676,0.094136,0.091451,0.129471,0.0393121,1588.0,1577.0,17.6012217,12842.6086957,114.6,1.0,24.011,0.162,0.05,0.467,0.031,0.02,0.049769,0.157,0.141,0.164,3282.0,0.002,0.439,0.336,0.097,0.696,0.008,0.012,0.074,0.009,0.02,0.446,0.002,0.004,0.003,0.766,0.0004,0.413,0.097,0.782,0.008,0.013,0.073,0.01,0.015,0.555,0.003,0.038,3.7,49.6,0.9,20.3,0.52,2.1,23.9,4.6,49.8,0.5,11.4,0.08,2.3,21.3
г6838638<8=,16.0,41.7333333,16.4833333,41.7333333,,0.4343676,0.122836,0.130949,0.152565,0.0399931,1596.0,1585.0,18.6052716,13038.6248736,116.5,1.0,25.882,0.148,0.05,0.466,0.045,0.02,0.050637,0.175,0.203,0.214,3582.0,0.002,0.446,0.32,0.106,0.679,0.007,0.01,0.074,0.01,0.022,0.448,0.002,0.003,0.003,0.773,0.0002,0.418,0.104,0.791,0.006,0.012,0.073,0.01,0.017,0.575,0.003,0.037,4.6,49.6,0.4,18.8,0.17,2.2,22.4,5.3,55.4,0.4,15.0,0.13,2.2,25.2
г6838638<8>,19.0,42.05,14.8666667,42.05,2.5835492,0.3891608,0.092988,0.057835,0.086961,0.0387642,1597.0,1584.0,15.6727705,12664.573991,113.1,1.0,21.968,0.139,0.05,0.427,0.06,0.02,0.049081,0.107,0.089,0.162,3138.0,0.002,0.453,0.338,0.104,0.734,0.01,0.011,0.083,0.011,0.02,0.493,0.002,0.003,0.004,0.758,0.0006,0.415,0.103,0.783,0.009,0.012,0.083,0.013,0.009,0.561,0.003,0.038,4.5,54.8,0.9,15.3,0.11,2.3,23.8,4.3,49.6,0.5,11.7,0.07,2.4,20.7
г6838638<8?,23.0,44.85,25.5333333,44.85,2.9777778,0.3173624,0.095284,0.060336,0.11601,0.0396503,1585.0,1620.0,13.6639456,13208.616188,114.0,1.0,20.086,0.191,0.05,0.305,0.073,0.02,0.050203,0.15,0.092,0.166,5621.0,0.003,0.496,0.337,0.096,0.741,0.008,0.011,0.072,0.01,0.018,0.49,0.003,0.003,0.004,0.729,0.0005,0.418,0.094,0.794,0.008,0.011,0.071,0.011,0.009,0.58,0.003,0.039,4.4,48.1,0.3,11.4,0.1,2.4,20.3,4.4,47.6,0.6,10.3,0.08,2.2,21.5
г6838638<96,25.0,42.6833333,22.7333333,42.6833333,2.6183533,0.4700284,0.129724,0.150813,0.139761,0.0386212,1585.0,1603.0,13.8153846,11829.3255132,113.4,1.0,19.307,0.225,0.05,0.508,0.049,0.02,0.0489,0.147,0.235,0.226,4482.0,0.002,0.399,0.308,0.095,0.644,0.01,0.011,0.072,0.007,0.021,0.443,0.002,0.003,0.003,0.762,0.0003,0.417,0.094,0.785,0.009,0.013,0.072,0.009,0.016,0.564,0.003,0.038,4.1,53.6,0.5,15.4,0.16,2.2,24.3,3.9,55.7,0.7,13.5,0.16,2.2,26.1
г6838638<97,25.0,47.3666667,20.6833333,47.3666667,2.4155251,0.4620386,0.131446,0.146088,0.124578,0.0384498,1585.0,1588.0,12.9471314,12920.5479452,113.3,1.0,20.122,0.116,0.05,0.498,0.1,0.02,0.048683,0.126,0.228,0.229,4454.0,0.002,0.389,0.306,0.098,0.664,0.007,0.012,0.07,0.007,0.02,0.474,0.002,0.003,0.003,0.76,0.0003,0.417,0.098,0.796,0.006,0.012,0.071,0.009,0.013,0.574,0.003,0.037,4.2,53.9,1.0,14.8,0.18,2.4,22.6,5.0,55.3,0.6,14.6,0.13,2.2,26.1
г6838638<98,30.0,44.5166667,24.0166667,44.5166667,2.673482,0.3817332,0.142352,0.143346,0.113913,0.0395927,1565.0,1594.0,16.243886,12638.723109,117.9,1.0,24.059,0.129,0.05,0.397,0.049,0.02,0.05013,0.111,0.224,0.248,5059.0,0.002,0.489,0.303,0.099,0.668,0.006,0.011,0.066,0.008,0.019,0.48,0.002,0.003,0.003,0.777,0.0002,0.418,0.098,0.792,0.005,0.013,0.067,0.009,0.013,0.564,0.003,0.037,5.2,50.4,0.9,11.2,0.1,2.5,19.8,5.1,46.3,0.9,9.4,0.13,2.4,19.0
г6838638<99,13.0,42.05,12.85,42.05,,0.4636996,0.140056,0.185345,0.166056,0.0389932,1620.0,1587.0,12.2931818,11374.3190661,113.2,1.0,16.828,0.149,0.05,0.497,,0.02,0.049371,0.172,0.289,0.244,2436.0,0.002,0.409,0.297,0.109,0.624,0.01,0.012,0.07,0.008,0.022,0.442,0.001,0.003,0.003,0.764,0.0002,0.416,0.108,0.79,0.009,0.013,0.07,0.009,0.015,0.575,0.003,0.037,4.4,49.5,0.8,18.1,0.38,2.0,24.8,5.0,52.9,0.5,13.7,0.13,2.2,24.5
г6838638<9:,20.0,40.5333333,17.0,40.5333333,2.338441,0.4257758,0.136038,0.182029,0.128208,0.0393644,1581.0,1584.0,13.3171875,12857.6470588,114.1,1.0,17.993,0.131,0.05,0.451,0.04,0.02,0.049841,0.116,0.285,0.237,3643.0,0.002,0.447,0.305,0.096,0.626,0.007,0.012,0.063,0.006,0.02,0.468,0.002,0.003,0.003,0.755,0.0005,0.417,0.096,0.785,0.006,0.013,0.064,0.007,0.015,0.565,0.003,0.037,4.6,46.7,0.4,11.0,0.1,2.3,20.1,4.5,47.1,0.5,11.4,0.1,2.4,19.3
г6838638<9;,21.0,40.3666667,17.0333333,40.3666667,,0.4148846,0.125706,0.167411,0.151071,0.0389932,1591.0,1584.0,19.3117258,12409.7847358,114.3,1.0,25.985,0.173,0.05,0.44,0.09,0.02,0.049371,0.157,0.261,0.219,3523.0,0.003,0.41,0.312,0.1,0.646,0.01,0.009,0.068,0.008,0.024,0.444,0.002,0.003,0.006,0.777,0.0002,0.421,0.102,0.801,0.009,0.01,0.068,0.009,0.016,0.563,0.003,0.037,3.8,50.7,0.8,20.1,0.3,2.1,23.8,5.2,55.2,0.4,14.4,0.13,2.2,25.1
г6838638<9<,21.0,48.7,17.8,48.7,2.2280551,0.3642004,0.118244,0.18716,0.162618,0.039336,1585.0,1581.0,16.7989607,12566.2921348,113.8,1.0,26.939,0.14,0.05,0.378,0.049,0.02,0.049805,0.166,0.292,0.206,3728.0,0.001,0.499,0.32,0.108,0.625,0.007,0.01,0.074,0.006,0.018,0.436,0.001,0.003,0.003,0.758,0.0003,0.417,0.108,0.792,0.006,0.011,0.075,0.007,0.013,0.564,0.003,0.038,3.4,50.5,0.5,18.1,0.17,2.1,24.2,5.0,55.3,0.5,14.4,0.14,2.2,25.7
