nplv,DT,ПРОФИЛЬ,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,произв  количество плавок,произв количество плавок (цел),расход газ Ar,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  FeV-80,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
г6838637;=9,2071-02-11 04:16:00,Р65,31.0,41.1833333,18.65,41.1833333,4.130394,0.34062,0.16605599999999998,0.213908,0.201444,0.0411927,1539.0,1580.0,7.4547445,14538.3378016,116.8,1.0,1.0,1.0,10.213,0.07200000000000001,0.05,0.33799999999999997,0.051,0.02,0.052011,0.218,0.33399999999999996,0.29600000000000004,4519.0,0.001,0.515,0.284,0.08900000000000001,0.605,0.006,0.011000000000000001,0.063,0.005,0.015,0.414,0.002,0.002,0.003,0.765,0.0002,0.42100000000000004,0.091,0.7909999999999999,0.005,0.012,0.063,0.006,0.013000000000000001,0.58,0.003,0.037000000000000005,3.5,55.7,0.4,12.8,0.09,2.2,25.0,3.8,54.5,0.6,11.0,0.11,2.2,25.4
г6838637;=:,2071-02-11 05:15:00,Р65,24.0,40.0166667,14.766666699999998,40.0166667,3.2026412,0.34676999999999997,0.172788,0.196402,0.176344,0.0381277,1560.0,1581.0,8.297346600000001,14314.672686200001,113.4,1.0,1.0,1.0,10.857999999999999,0.159,0.05,0.345,0.043,0.02,0.048141,0.187,0.307,0.308,3523.0,0.001,0.513,0.27,0.076,0.613,0.005,0.01,0.052000000000000005,0.006,0.017,0.414,0.001,0.003,0.002,0.7809999999999999,0.0002,0.41600000000000004,0.076,0.785,0.004,0.012,0.052000000000000005,0.006999999999999999,0.013999999999999999,0.5710000000000001,0.003,0.036000000000000004,2.9,52.3,0.3,15.8,0.13,2.0,25.7,2.8,58.5,0.5,11.0,0.15,2.3,26.0
г6838637;=;,2071-02-11 06:16:00,Р65,14.0,40.033333299999995,18.0166667,40.033333299999995,2.5586437,0.3485823,0.173349,0.192638,0.175965,0.0404482,1579.0,1576.0,7.4757702,13124.5143386,118.2,1.0,1.0,1.0,9.976,0.057999999999999996,0.05,0.314,0.045,0.02,0.051071,0.188,0.301,0.309,3941.0,0.001,0.526,0.27,0.081,0.615,0.005,0.009000000000000001,0.055999999999999994,0.006,0.018000000000000002,0.41600000000000004,0.002,0.003,0.002,0.775,0.0002,0.41,0.08,0.7759999999999999,0.003,0.011000000000000001,0.057,0.006999999999999999,0.015,0.555,0.003,0.035,2.9,48.9,0.4,11.2,0.1,2.2,22.3,3.6,56.8,0.5,10.9,0.1,2.2,25.4
г6838637;=<,2071-02-11 07:11:00,Р65,11.0,41.3666667,15.85,41.3666667,2.5104463,0.3394875,0.16886099999999998,0.189002,0.180858,0.0404767,1559.0,1578.0,9.2871795,13162.1451104,114.1,1.0,1.0,1.0,12.677,,0.05,0.315,0.043,0.02,0.051107,0.19699999999999998,0.295,0.301,3477.0,0.002,0.47600000000000003,0.276,0.086,0.621,0.005,0.01,0.057999999999999996,0.01,0.018000000000000002,0.41100000000000003,0.002,0.003,0.003,0.77,0.0004,0.423,0.085,0.7979999999999999,0.004,0.011000000000000001,0.057999999999999996,0.01,0.013999999999999999,0.589,0.003,0.037000000000000005,3.6,47.2,0.7,10.4,0.12,2.3,20.4,3.5,58.6,0.9,8.0,0.13,2.3,26.0
г6838637;==,2071-02-11 08:00:00,Р65,22.0,42.3833333,16.15,42.3833333,3.719323,0.33241,0.152592,0.197758,0.180644,0.0406201,1595.0,1588.0,12.077624900000002,12899.0712074,115.8,1.0,1.0,1.0,17.063,0.07200000000000001,0.05,0.331,0.028999999999999998,0.02,0.051288,0.193,0.309,0.272,3472.0,0.002,0.516,0.29100000000000004,0.091,0.62,0.005,0.011000000000000001,0.065,0.006999999999999999,0.018000000000000002,0.415,0.002,0.003,0.003,0.7609999999999999,0.0003,0.418,0.09,0.79,0.004,0.011000000000000001,0.065,0.008,0.015,0.568,0.003,0.038,2.9,49.5,0.5,13.0,0.08,2.1,23.1,3.7,52.9,0.3,12.3,0.09,2.1,25.1
г6838637;=>,2071-02-11 08:56:00,Р65,13.0,41.35,18.216666699999998,41.35,2.283138,0.33578,0.15371400000000002,0.195938,0.15723299999999998,0.0404189,1584.0,1578.0,10.7802117,12944.1903019,117.0,1.0,1.0,1.0,14.709000000000001,,0.05,0.335,,0.02,0.051033999999999996,0.158,0.307,0.27399999999999997,3930.0,0.002,0.51,0.28800000000000003,0.109,0.62,0.008,0.01,0.083,0.006999999999999999,0.02,0.433,0.002,0.002,0.003,0.768,0.0004,0.41,0.10400000000000001,0.773,0.006,0.01,0.08199999999999999,0.006999999999999999,0.015,0.5579999999999999,0.002,0.037000000000000005,3.7,49.3,0.3,11.2,0.06,2.3,21.7,3.0,56.1,0.2,14.8,0.07,2.1,26.4
г6838637;=?,2071-02-11 09:46:00,Р65,12.0,41.6833333,17.7,41.6833333,,0.27819,0.120054,0.09920599999999999,0.142453,0.0387581,1575.0,1584.0,12.2185526,13172.881355900001,113.1,1.0,1.0,1.0,16.977,0.071,0.05,0.27399999999999997,0.026000000000000002,0.02,0.048937,0.17600000000000002,0.153,0.214,3886.0,0.002,0.564,0.311,0.092,0.698,0.006,0.009000000000000001,0.062,0.008,0.018000000000000002,0.457,0.002,0.003,0.003,0.754,0.0006,0.413,0.09300000000000001,0.784,0.005,0.013999999999999999,0.062,0.009000000000000001,0.015,0.58,0.003,0.037000000000000005,3.1,59.4,0.8,8.9,0.11,2.6,22.5,3.2,60.3,0.6,8.5,0.1,2.6,23.3
г6838637;>6,2071-02-11 10:35:00,Р65,14.0,42.8666667,21.6833333,42.8666667,,0.24311,0.125664,0.115698,0.151564,0.0404551,1561.0,1583.0,10.6488336,13052.4212145,117.9,1.0,1.0,1.0,15.216,0.073,0.05,0.22899999999999998,0.045,0.02,0.051071,0.183,0.179,0.22399999999999998,4717.0,0.001,0.591,0.315,0.11199999999999999,0.693,0.006999999999999999,0.009000000000000001,0.079,0.011000000000000001,0.019,0.45,0.002,0.004,0.003,0.772,,0.41700000000000004,0.111,0.7879999999999999,0.006,0.01,0.08,0.012,0.013999999999999999,0.56,0.003,0.038,3.9,58.1,1.1,12.6,0.1,2.5,22.9,3.3,58.5,0.8,8.0,0.13,2.2,26.3
г6838637;>7,2071-02-11 11:25:00,Р65,14.0,49.3666667,30.366666700000003,49.3666667,4.1661432000000005,0.22083000000000003,0.075174,0.088048,0.12105999999999999,0.038662,1553.0,1631.0,8.2920324,13641.273325999999,110.8,1.0,1.0,1.0,13.645,0.146,0.05,0.212,0.028999999999999998,0.02,0.048213,0.14800000000000002,0.136,0.134,6904.0,0.002,0.598,0.35,0.102,0.711,0.006,0.009000000000000001,0.07400000000000001,0.011000000000000001,0.021,0.465,0.002,0.004,0.003,0.752,0.0005,0.41700000000000004,0.1,0.787,0.005,0.011000000000000001,0.073,0.012,0.017,0.552,0.003,0.038,3.6,58.4,0.5,10.9,0.1,2.6,22.4,3.2,59.0,0.8,8.8,0.1,2.2,26.8
г6838637;>8,2071-02-11 12:16:00,Р65,23.0,49.5166667,25.4833333,49.5166667,3.7012593999999996,0.22428,0.130152,0.138848,0.151375,0.0401992,1547.0,1594.0,11.6445641,13448.790058899998,117.0,1.0,1.0,1.0,19.22,0.11,0.05,0.204,0.055,0.02,0.05013,0.17300000000000001,0.21600000000000003,0.23199999999999998,5712.0,0.002,0.589,0.311,0.09,0.675,0.006,0.01,0.07,0.008,0.017,0.451,0.002,0.004,0.003,0.765,0.0003,0.42,0.091,0.789,0.005,0.008,0.071,0.009000000000000001,0.013000000000000001,0.565,0.003,0.037000000000000005,3.2,57.8,1.5,8.9,0.12,2.5,22.7,3.2,57.6,0.8,7.6,0.28,2.3,25.3
г6838637;>9,2071-02-11 13:05:00,Р65,32.0,47.8833333,24.8166667,47.8833333,3.3513703,0.278285,0.125103,0.15431,0.14383800000000002,0.0396483,1546.0,1586.0,11.3897981,13708.529214200002,115.3,1.0,1.0,1.0,17.863,0.064,0.05,0.271,0.032,0.02,0.049443,0.155,0.24100000000000002,0.223,5670.0,0.002,0.5710000000000001,0.313,0.096,0.657,0.006999999999999999,0.006999999999999999,0.071,0.008,0.019,0.444,0.002,0.003,0.003,0.759,0.0004,0.41600000000000004,0.096,0.787,0.006,0.01,0.071,0.008,0.013999999999999999,0.551,0.003,0.036000000000000004,3.9,57.7,0.7,10.4,0.1,2.5,23.2,4.3,56.8,1.0,10.3,0.13,2.2,25.9
г6838637;><,2071-02-11 15:37:00,Р65,38.0,44.2,24.783333300000002,44.2,3.7369470000000002,0.32541,0.15708,0.15975,0.161697,0.0396195,1548.0,1579.0,12.2206739,13078.1439139,115.5,1.0,1.0,1.0,17.832,0.13,0.05,0.32299999999999995,0.051,0.02,0.049407,0.18,0.249,0.28,5402.0,0.002,0.536,0.285,0.078,0.65,0.004,0.006999999999999999,0.06,0.006,0.016,0.42700000000000005,0.002,0.002,0.003,0.755,0.0002,0.413,0.077,0.784,0.003,0.012,0.06,0.006999999999999999,0.011000000000000001,0.564,0.003,0.036000000000000004,3.5,59.2,0.6,8.2,0.09,2.4,25.0,3.6,60.7,0.8,4.6,0.13,2.3,25.9
г6838637;>=,2071-02-11 16:27:00,Р65,40.0,41.1833333,19.3,41.1833333,2.4759103,0.36946999999999997,0.17952,0.21618800000000002,0.192251,0.0402578,1575.0,1582.0,11.8292999,12948.1865285,117.0,1.0,1.0,1.0,16.239,0.19899999999999998,0.05,0.371,0.028999999999999998,0.02,0.050203,0.203,0.33799999999999997,0.32,4165.0,0.002,0.496,0.271,0.07200000000000001,0.61,0.005,0.01,0.051,0.006999999999999999,0.015,0.41100000000000003,0.001,0.002,0.003,0.762,0.0002,0.415,0.07200000000000001,0.7859999999999999,0.004,0.011000000000000001,0.051,0.006999999999999999,0.01,0.565,0.002,0.036000000000000004,2.9,52.1,0.6,13.8,0.12,2.1,24.7,2.8,53.8,0.6,12.0,0.16,2.1,25.6
г6838637;>>,2071-02-11 17:19:00,Р65,40.0,42.5,23.85,42.5,3.3579271,0.3732,0.17952,0.205724,0.17366700000000002,0.0399386,1545.0,1585.0,13.3796111,13750.943396200002,116.8,1.0,1.0,1.0,18.921,0.147,0.05,0.376,0.055,0.02,0.049805,0.179,0.322,0.32,5466.0,0.002,0.5,0.26899999999999996,0.081,0.616,0.006,0.009000000000000001,0.061,0.006,0.016,0.423,0.002,0.002,0.003,0.7509999999999999,0.0003,0.418,0.081,0.787,0.005,0.011000000000000001,0.062,0.006999999999999999,0.015,0.562,0.003,0.036000000000000004,3.8,57.4,0.5,8.8,0.08,2.3,24.4,3.4,56.9,0.7,9.1,0.12,2.2,26.5
г6838637;>?,2071-02-11 18:12:00,Р65,38.0,43.533333299999995,20.6666667,43.533333299999995,2.9302532,0.333785,0.163251,0.189574,0.152867,0.0389523,1574.0,1585.0,9.737366,12823.548387100001,113.6,1.0,1.0,1.0,14.13,0.146,0.05,0.331,0.028999999999999998,0.02,0.048575,0.154,0.297,0.29100000000000004,4417.0,0.001,0.522,0.281,0.09,0.625,0.005,0.008,0.064,0.006999999999999999,0.019,0.435,0.002,0.003,0.002,0.762,0.0001,0.41600000000000004,0.08800000000000001,0.7859999999999999,0.004,0.009000000000000001,0.064,0.006999999999999999,0.013999999999999999,0.564,0.003,0.036000000000000004,3.3,58.8,0.9,6.4,0.14,2.3,26.0,3.0,55.4,0.2,12.8,0.07,2.1,26.3
г6838637;?6,2071-02-11 19:23:00,Р65,19.0,44.0666667,19.716666699999998,44.0666667,3.9291076,0.331885,0.16100699999999998,0.191272,0.145478,0.0392129,1564.0,1579.0,10.710816900000001,14004.3956044,114.4,1.0,1.0,1.0,15.732999999999999,0.106,0.05,0.329,0.03,0.02,0.0489,0.142,0.3,0.28700000000000003,4602.0,0.001,0.525,0.282,0.077,0.614,0.005,0.008,0.06,0.006,0.017,0.436,0.002,0.003,0.002,0.773,0.0001,0.415,0.077,0.7809999999999999,0.003,0.011000000000000001,0.06,0.006999999999999999,0.015,0.56,0.003,0.036000000000000004,2.9,55.5,0.8,11.4,0.08,2.3,23.8,3.2,55.3,0.7,8.9,0.13,2.2,25.7
г6838637;?8,2071-02-11 21:05:00,Р65,21.0,42.033333299999995,15.55,42.033333299999995,2.3646654,0.33921999999999997,0.152592,0.18249400000000002,0.170561,0.0417654,1588.0,1581.0,9.1006344,12015.434083600001,116.6,1.0,1.0,1.0,12.751,0.147,0.05,0.34,0.028999999999999998,0.02,0.052083000000000004,0.184,0.285,0.272,3114.0,0.001,0.519,0.293,0.095,0.626,0.006999999999999999,0.009000000000000001,0.067,0.008,0.019,0.419,0.001,0.003,0.003,0.758,0.0002,0.419,0.094,0.782,0.006,0.01,0.067,0.009000000000000001,0.016,0.563,0.003,0.038,2.7,54.1,0.4,15.7,0.15,2.0,26.6,3.6,52.4,0.5,11.3,0.07,2.4,21.4
г6838637;?9,2071-02-11 21:55:00,Р65,22.0,42.85,23.8166667,42.85,3.7361246,0.3522,0.12903,0.218906,0.175323,0.040605800000000004,1539.0,1579.0,9.2674446,13634.1497551,116.9,1.0,1.0,1.0,13.237,0.21,0.05,0.359,0.027999999999999997,0.02,0.050637,0.17600000000000002,0.34299999999999997,0.23,5412.0,0.002,0.505,0.313,0.10099999999999999,0.599,0.006999999999999999,0.009000000000000001,0.068,0.006999999999999999,0.022000000000000002,0.418,0.001,0.003,0.002,0.768,0.0002,0.418,0.10099999999999999,0.787,0.006,0.01,0.069,0.008,0.02,0.5579999999999999,0.003,0.036000000000000004,3.8,49.0,0.5,16.7,0.24,2.1,23.8,3.6,55.6,0.8,11.9,0.08,2.4,23.2
г6838637;?:,2071-02-11 22:45:00,Р65,23.0,42.3666667,19.0,42.3666667,,0.302965,0.094809,0.132212,0.13580599999999998,0.0401126,1570.0,1588.0,11.283169099999999,13203.157894700002,113.5,1.0,1.0,1.0,15.902999999999999,0.14800000000000002,0.05,0.308,0.028999999999999998,0.02,0.050022000000000004,0.152,0.20600000000000002,0.16899999999999998,4181.0,0.001,0.523,0.33799999999999997,0.095,0.6659999999999999,0.006999999999999999,0.009000000000000001,0.063,0.008,0.018000000000000002,0.446,0.002,0.003,0.002,0.7659999999999999,0.0001,0.419,0.094,0.787,0.006,0.01,0.064,0.008,0.015,0.5710000000000001,0.003,0.035,2.8,48.8,0.4,12.5,0.08,2.1,23.2,3.1,59.8,0.5,6.5,0.07,2.6,22.9
г6838637;?;,2071-02-11 23:38:00,Р65,20.0,50.3666667,18.466666699999998,50.3666667,2.5183793,0.332775,0.12639,0.161592,0.16023900000000002,0.0411856,1603.0,1572.0,11.535156599999999,12041.1552347,114.0,1.0,1.0,1.0,19.331,0.19,0.05,0.33799999999999997,0.04,0.02,0.05136,0.177,0.252,0.223,3706.0,0.002,0.508,0.313,0.113,0.644,0.01,0.01,0.078,0.008,0.02,0.434,0.002,0.003,0.003,0.779,0.0002,0.42,0.113,0.7879999999999999,0.009000000000000001,0.01,0.079,0.008,0.013000000000000001,0.561,0.002,0.036000000000000004,3.4,51.3,0.3,11.4,0.06,2.3,22.8,4.1,53.7,0.4,15.6,0.13,2.2,24.7
г6838637;?<,2071-02-12 00:33:00,Р65,23.0,43.35,15.65,43.35,3.0,0.30983499999999997,0.12069200000000001,0.134326,0.14555099999999999,0.039503199999999995,1583.0,1583.0,9.6538521,13188.4984026,114.6,1.0,1.0,1.0,13.923,0.191,0.05,0.312,0.028999999999999998,0.02,0.049262,0.166,0.209,0.21100000000000002,3440.0,0.001,0.541,0.319,0.102,0.6659999999999999,0.008,0.008,0.07,0.008,0.02,0.439,0.001,0.003,0.002,0.7709999999999999,0.0002,0.41700000000000004,0.10099999999999999,0.7829999999999999,0.006999999999999999,0.01,0.071,0.009000000000000001,0.015,0.562,0.003,0.034,3.6,47.1,0.8,14.8,0.1,2.0,23.3,3.8,56.9,0.8,10.4,0.09,2.5,22.9
г6838637;?>,2071-02-12 02:15:00,Р65,26.0,42.033333299999995,22.033333300000002,42.033333299999995,,0.317025,0.114972,0.132804,0.160189,0.0415625,1548.0,1575.0,9.3654243,12436.611195200001,116.7,1.0,1.0,1.0,13.122,0.127,0.05,0.322,0.027000000000000003,0.02,0.051829999999999994,0.18899999999999997,0.20600000000000002,0.201,4567.0,0.001,0.542,0.324,0.086,0.6729999999999999,0.005,0.009000000000000001,0.06,0.006999999999999999,0.017,0.433,0.001,0.003,0.002,0.764,0.0002,0.418,0.086,0.789,0.004,0.01,0.061,0.008,0.013999999999999999,0.569,0.003,0.037000000000000005,3.0,46.2,0.7,10.8,0.15,2.3,20.5,3.4,59.8,0.7,5.7,0.08,2.5,23.6
г6838637<7=,2071-02-12 20:05:00,Р65,32.0,52.2,19.85,52.2,2.8567294,0.29486,0.106392,0.163866,0.176574,0.039673599999999996,1594.0,1596.0,14.2672414,12828.2115869,116.2,1.0,1.0,1.0,24.825,0.147,0.05,0.295,,0.02,0.050456,0.201,0.255,0.18600000000000003,4244.0,0.002,0.556,0.332,0.114,0.6509999999999999,0.006,0.01,0.07200000000000001,0.011000000000000001,0.02,0.415,0.002,0.003,0.003,0.7809999999999999,0.0003,0.41700000000000004,0.11199999999999999,0.784,0.006,0.011000000000000001,0.07200000000000001,0.011000000000000001,0.016,0.5489999999999999,0.002,0.036000000000000004,3.1,52.4,0.9,17.0,0.23,2.2,24.3,3.1,56.4,0.4,13.9,0.18,2.1,26.6
г6838637<7?,2071-02-12 21:52:00,Р65,49.0,57.6833333,27.1666667,57.6833333,3.3978219,0.33964,0.11211199999999999,0.14393599999999998,0.15473599999999998,0.039673599999999996,1546.0,1596.0,9.693267800000001,14247.607362,115.3,1.0,1.0,1.0,18.637999999999998,0.126,0.05,0.35,,0.02,0.050456,0.17600000000000002,0.22399999999999998,0.196,6451.0,0.002,0.514,0.325,0.11900000000000001,0.6679999999999999,0.006999999999999999,0.01,0.07200000000000001,0.011000000000000001,0.022000000000000002,0.445,0.002,0.003,0.003,0.765,0.0003,0.41600000000000004,0.11800000000000001,0.789,0.006,0.012,0.07200000000000001,0.011000000000000001,0.016,0.5710000000000001,0.003,0.036000000000000004,3.7,56.0,0.2,15.7,0.06,2.3,24.3,3.3,59.8,0.6,11.5,0.14,2.3,25.9
г6838637<89,2071-02-13 03:00:00,Р65,43.0,44.8333333,24.9833333,44.8333333,3.6424542,0.37899,0.168168,0.20313399999999998,0.195867,0.0401369,1536.0,1582.0,10.54171,13816.410940600003,118.3,1.0,1.0,1.0,15.754000000000001,0.261,0.05,0.386,0.040999999999999995,0.02,0.050456,0.214,0.317,0.294,5753.0,0.002,0.48700000000000004,0.278,0.10400000000000001,0.622,0.005,0.01,0.063,0.008,0.021,0.415,0.001,0.003,0.003,0.764,0.0004,0.413,0.106,0.789,0.005,0.012,0.064,0.009000000000000001,0.017,0.563,0.003,0.037000000000000005,3.4,51.1,0.4,17.3,0.13,2.0,25.2,3.8,56.8,0.7,6.9,0.14,2.1,26.6
г6838637<8:,2071-02-13 03:53:00,Р65,56.0,46.6833333,24.0666667,46.6833333,2.9547109000000003,0.29778499999999997,0.138996,0.10329,0.15601199999999998,0.0384591,1556.0,1591.0,12.8217065,13410.2493075,112.5,1.0,1.0,1.0,19.952,0.2,0.05,0.295,0.057,0.02,0.04796,0.195,0.159,0.243,5379.0,0.002,0.53,0.299,0.085,0.6990000000000001,0.005,0.011000000000000001,0.057,0.009000000000000001,0.019,0.444,0.002,0.003,0.003,0.7559999999999999,0.0002,0.41700000000000004,0.091,0.79,0.005,0.01,0.059000000000000004,0.01,0.013000000000000001,0.564,0.003,0.036000000000000004,3.6,52.5,0.6,11.8,0.17,2.2,24.4,3.5,56.1,0.4,9.7,0.1,2.2,26.0
г6838637<8;,2071-02-13 05:19:00,Р65,27.0,53.85,25.533333300000002,47.9833333,2.8646048,0.3481,0.149864,0.157182,0.159028,0.0399386,1568.0,1583.0,15.5462247,13088.772846,115.4,1.0,1.0,1.0,21.104,0.17,0.05,0.353,0.055,0.02,0.049805,0.177,0.245,0.262,5570.0,0.002,0.508,0.29100000000000004,0.083,0.645,0.02,0.01,0.063,0.006999999999999999,0.018000000000000002,0.429,0.002,0.002,0.003,0.757,0.0005,0.41700000000000004,0.086,0.7879999999999999,0.02,0.011000000000000001,0.064,0.008,0.017,0.5589999999999999,0.003,0.037000000000000005,3.1,59.3,0.6,6.0,0.09,2.2,26.6,3.5,56.3,0.4,9.7,0.11,2.1,26.6
г6838637<8<,2071-02-13 06:47:00,Р65,27.0,43.0166667,21.3333333,43.0166667,2.7596741000000002,0.28931,0.14185599999999998,0.129504,0.178921,0.038894599999999994,1572.0,1585.0,9.7915537,13395.9375,114.1,1.0,1.0,1.0,14.04,0.21100000000000002,0.05,0.28300000000000003,0.027999999999999997,0.02,0.048503,0.21899999999999997,0.2,0.248,4763.0,0.001,0.5589999999999999,0.299,0.084,0.68,0.006999999999999999,0.008,0.054000000000000006,0.008,0.02,0.42,0.001,0.003,0.002,0.767,0.0002,0.415,0.083,0.784,0.006,0.009000000000000001,0.054000000000000006,0.009000000000000001,0.015,0.561,0.002,0.036000000000000004,4.0,51.7,0.6,14.7,0.18,2.0,25.2,3.4,60.1,0.9,9.0,0.15,2.3,26.2
г6838637<9>,2071-02-14 07:41:00,Р65,54.0,43.716666700000005,22.0833333,43.716666700000005,,0.26344,0.156728,0.16275599999999998,0.143806,0.0425199,1535.0,1575.0,9.038502699999999,13190.943396200002,112.1,1.0,1.0,1.0,13.145999999999999,0.146,0.05,0.247,0.027999999999999997,0.02,0.053024,0.152,0.254,0.27399999999999997,4855.0,0.001,0.569,0.28300000000000003,0.078,0.638,0.004,0.013000000000000001,0.054000000000000006,0.006,0.018000000000000002,0.435,0.002,0.002,0.003,0.763,0.0001,0.418,0.079,0.7879999999999999,0.003,0.013999999999999999,0.054000000000000006,0.006999999999999999,0.013999999999999999,0.568,0.003,0.039,4.2,52.0,0.4,12.7,0.15,2.3,22.8,5.0,60.4,0.4,9.1,0.08,2.7,22.7
г6838637<9?,2071-02-14 08:52:00,Р65,35.0,42.8333333,21.6166667,42.8333333,,0.31951,0.12698399999999999,0.15546600000000002,0.174407,0.0409538,1537.0,1578.0,9.3550973,13636.7000771,116.7,1.0,1.0,1.0,13.357000000000001,0.19399999999999998,0.05,0.322,0.027999999999999997,0.02,0.051071,0.20199999999999999,0.24100000000000002,0.222,4913.0,0.001,0.539,0.318,0.083,0.652,0.006,0.013000000000000001,0.063,0.008,0.018000000000000002,0.418,0.001,0.002,0.003,0.77,0.0003,0.42,0.08199999999999999,0.784,0.006,0.013999999999999999,0.063,0.008,0.013999999999999999,0.5710000000000001,0.003,0.037000000000000005,4.8,47.2,0.6,13.9,0.25,2.1,22.7,5.4,57.6,0.5,11.0,0.07,2.6,22.4
г6838637<:6,2071-02-14 09:43:00,Р65,34.0,48.3666667,23.6,48.3666667,,0.34412,0.134992,0.127728,0.166138,0.041533600000000004,1545.0,1573.0,7.388559599999999,13449.1525424,115.9,1.0,1.0,1.0,11.912,0.175,0.05,0.35200000000000004,0.027999999999999997,0.02,0.05179400000000001,0.201,0.19699999999999998,0.23600000000000002,5290.0,0.002,0.507,0.307,0.11199999999999999,0.674,0.006999999999999999,0.012,0.085,0.008,0.021,0.41700000000000004,0.002,0.002,0.002,0.758,0.0001,0.41600000000000004,0.11,0.782,0.006,0.013000000000000001,0.085,0.009000000000000001,0.017,0.5589999999999999,0.003,0.037000000000000005,3.3,43.8,0.3,11.6,0.12,2.1,21.1,3.7,56.9,0.7,8.2,0.1,2.5,22.9
г6838637<:7,2071-02-14 10:35:00,Р65,38.0,44.3666667,20.6833333,44.3666667,,0.29062,0.09152,0.125388,0.149194,0.041098199999999994,1545.0,1575.0,8.2088655,13248.348106399999,115.4,1.0,1.0,1.0,12.14,0.16699999999999998,0.05,0.294,0.027999999999999997,0.02,0.051251,0.17600000000000002,0.19399999999999998,0.16,4567.0,0.002,0.545,0.342,0.1,0.675,0.008,0.012,0.08199999999999999,0.006999999999999999,0.019,0.439,0.002,0.003,0.002,0.755,0.0001,0.415,0.099,0.782,0.006999999999999999,0.013999999999999999,0.08199999999999999,0.008,0.016,0.564,0.003,0.037000000000000005,3.2,54.2,0.5,14.2,0.13,2.2,25.0,3.6,61.7,0.7,6.4,0.17,2.6,23.6
г6838637<:8,2071-02-14 11:27:00,Р65,43.0,41.033333299999995,17.0,41.033333299999995,3.0,0.305,0.129272,0.12015,0.11776099999999999,0.0400838,1571.0,1580.0,8.9545788,12575.2941176,114.1,1.0,1.0,1.0,12.222999999999999,0.16699999999999998,0.05,0.305,0.027999999999999997,0.02,0.049986,0.13,0.187,0.226,3563.0,0.002,0.534,0.311,0.11900000000000001,0.6809999999999999,0.006999999999999999,0.011000000000000001,0.08,0.008,0.022000000000000002,0.461,0.002,0.002,0.002,0.759,0.0003,0.418,0.11900000000000001,0.785,0.006,0.012,0.08,0.009000000000000001,0.018000000000000002,0.5710000000000001,0.003,0.037000000000000005,3.2,55.7,0.3,13.7,0.08,2.2,25.8,3.3,58.8,0.4,5.2,0.06,2.6,22.8
г6838637<:9,2071-02-14 12:21:00,Р65,38.0,42.05,18.533333300000002,42.05,,0.303865,0.103532,0.128754,0.135121,0.0407798,1556.0,1575.0,8.738975,12943.1654676,115.3,1.0,1.0,1.0,12.22,0.165,0.05,0.308,0.027999999999999997,0.02,0.050854,0.153,0.2,0.18100000000000002,3998.0,0.002,0.539,0.335,0.1,0.6729999999999999,0.006,0.011000000000000001,0.068,0.009000000000000001,0.019,0.449,0.001,0.003,0.002,0.7829999999999999,0.0002,0.42,0.099,0.7859999999999999,0.005,0.01,0.068,0.01,0.016,0.5760000000000001,0.003,0.037000000000000005,3.1,53.2,0.3,12.9,0.1,2.2,24.5,3.7,60.4,0.4,6.0,0.07,2.7,22.0
г6838637<::,2071-02-14 13:11:00,Р65,37.0,41.716666700000005,18.216666699999998,41.716666700000005,,0.350275,0.10582000000000001,0.17685,0.156153,0.0417942,1576.0,1579.0,9.9269676,12680.695333900001,117.6,1.0,1.0,1.0,13.804,0.196,0.05,0.363,0.027999999999999997,0.02,0.052119000000000006,0.165,0.276,0.185,3850.0,0.001,0.518,0.335,0.11699999999999999,0.638,0.009000000000000001,0.011000000000000001,0.086,0.008,0.02,0.428,0.001,0.002,0.003,0.7659999999999999,0.0006,0.418,0.11800000000000001,0.784,0.008,0.011000000000000001,0.085,0.008,0.016,0.5660000000000001,0.003,0.037000000000000005,3.6,48.2,0.8,13.7,0.12,1.9,25.6,4.5,58.0,0.3,10.5,0.07,2.4,23.8
