#,химшлак последний Al2O3,химшлак последний CaO,химшлак последний R,химшлак последний SiO2
3829,4.0733179767,57.3395381855,2.65,24.6764154365
3830,3.8223742121,55.2742298245,2.35,25.1632241608
3831,3.8969904227,55.7758163161,2.43,25.5815869042
3832,3.8844951593,55.4679771527,2.2,25.2663857183
3833,3.8752139276,56.599960754,2.46,25.5482887111
3834,4.0982525242,55.9597629705,2.39,24.0137540874
3835,4.0214356093,56.0416811873,2.39,24.311611326
3836,4.1473378469,56.1781217974,2.4,25.0679836796
3837,3.826179975,55.6704936659,2.21,25.490159474
3838,3.9620156226,55.574799462,2.39,25.2618040158
3839,3.9027845977,55.4318459598,2.34,25.0185520197
3840,3.9863352026,56.1638455544,2.39,24.6621063523
3841,4.0758891786,56.2556256259,2.39,24.9920066559
3842,4.1998667765,57.4759311432,2.49,24.1277512978
3843,3.9245426324,54.9133517746,2.35,24.9558916492
3844,4.1322447697,56.4435043373,2.18,24.2011092031
3845,4.1909164495,56.2299059293,2.41,24.1535379707
3846,4.2478712094,56.7792216379,2.41,24.263233227
3847,4.1569058375,56.8167340429,2.34,24.0436564624
3848,3.7754382979,54.8945204523,2.17,25.3566570549
3849,4.1985850216,56.5466066284,2.41,24.568499446
3850,4.0354575206,56.0939789391,2.33,24.0244656528
3851,3.8164543355,56.1627667692,2.39,25.1632117823
3852,3.9384429935,55.6517636765,2.39,24.869950832
3853,3.9935654527,55.8447308304,2.19,24.4739546036
3854,4.0726619369,56.2445043049,2.2,24.9362155156
3855,4.134410439,55.8302295591,2.17,24.9788748123
3856,4.2398213995,56.9702250124,2.54,24.3730868636
3857,3.9708252688,56.3684455936,2.4,25.348144406
3858,3.7723904608,55.2438620688,2.15,26.0044989475
3859,4.3366207474,57.5394485682,2.42,24.5746912975
3860,6.4293287125,56.8341284224,2.19,21.8393936035
3861,4.5514983638,57.5181794358,2.65,23.7809600668
3862,4.2013184882,55.6766536468,2.21,24.8260668978
3863,4.3797161778,55.8230275051,2.09,23.5056968608
3864,6.5690276236,55.3011118007,2.2,21.4804821474
3865,5.2153186853,54.3010450884,2.18,22.8963558378
3866,5.4335525138,53.5491124262,2.17,22.3786422373
3867,5.3364108613,55.7324162361,2.52,21.8717887233
3868,4.7382580357,54.920124071,2.42,22.8862581249
3869,4.7980676978,56.4829875032,2.55,22.9129342909
3870,5.067064454,56.1471764552,2.39,22.8812430928
3871,4.655347215,54.7206276052,2.32,23.6121089399
3872,4.6605720225,55.0460270317,2.4,23.3965206244
3873,4.9455008238,57.168413203,2.59,22.7455544523
3874,5.2122568763,57.9641690236,2.66,22.6251929757
3875,4.561014173,54.5609793773,2.21,24.3841656948
3876,4.4481750914,55.0981208757,2.23,24.9101813549
3877,3.7955945409,54.1268268819,2.14,26.7403605956
3878,4.4883952259,54.1556841983,2.11,23.6005922428
3879,5.4741147889,56.2650567113,2.22,23.4026834324
3880,4.6075492509,54.5316828732,2.18,24.3495105261
3881,4.7701777896,55.2649025761,2.36,24.0182079208
3882,4.6897827959,54.8503353889,2.13,23.7727957922
3883,4.4746512535,53.856013861,2.12,24.7382326387
3884,4.7248218463,54.4101672267,2.14,24.135819645
3885,4.4707817149,55.6784300582,2.37,24.304038329
3886,4.7599521362,55.4145986074,2.39,23.4639260081
3887,5.2824854779,55.3155809782,2.4,22.375889016
3888,4.6835051487,54.9438348019,2.24,23.3961165284
3889,4.7591844464,53.0165702168,2.13,23.6185168454
3890,5.0330043522,55.0660352991,2.36,22.4507511947
3891,4.9652581257,54.810829031,2.38,22.5657847666
3892,5.9264914073,57.9486039153,2.65,21.6467646599
3893,5.8713953259,56.6546021604,2.5,20.9368221575
3894,4.9049263956,55.2360166485,2.21,23.4751007497
3895,5.1087339871,56.534809653,2.46,22.6066723828
3896,4.2815541895,53.5585799929,2.1,24.2615456712
3897,4.0790872798,55.4984978541,2.39,24.8482897515
3898,4.0709785352,55.6506998518,2.4,26.1050210383
3899,4.9282374727,54.7229299982,2.13,23.261598842
3900,4.7254736558,54.7209733831,2.09,23.6779379731
3901,4.7294753439,57.0041890567,2.56,23.2334812197
3902,4.6345570989,55.3631365518,2.39,23.7846114097
3903,4.6152573808,55.1761071202,2.39,23.6635615323
3904,4.3905690768,54.5567595823,2.17,24.2906597719
3905,5.1700484462,55.0007415013,2.18,23.2040822559
3906,4.9224416797,55.4628737873,2.21,23.1985543413
3907,5.1570245961,56.5121619038,2.23,23.25213263
3908,4.6275135299,55.2962692048,2.13,24.1449562013
3909,4.2941810058,54.1642274684,2.19,24.1479858882
3910,5.018292884,54.4200914753,2.18,23.0262357028
3911,4.9834213653,55.5775729538,2.24,23.4300260988
3912,4.9606728364,56.0484948151,2.21,22.9952270754
3913,4.436395862,54.3602825201,2.39,24.4237333291
3914,4.4140002333,54.3397992996,2.12,23.8881012294
3915,4.4007042138,53.2455049896,2.09,24.6815906817
3916,4.3947183487,54.689319303,2.1,26.57096166
3917,4.2409992741,55.6871922641,2.21,24.5822315627
3918,4.7660474832,56.3861790925,2.35,21.8781539944
3919,4.4557857429,55.6682521074,2.39,24.6962638734
3920,4.4792128161,56.27207303,2.57,23.1452601289
3921,4.6054851765,54.8260316545,2.1,23.6122853161
3922,4.2645055574,54.1283601611,2.14,23.6919180111
3923,4.350176428,54.319803695,2.17,24.1469602124
3924,9.5634056393,59.9638962258,2.55,15.9491701228
3925,6.1701856118,53.8671158518,2.11,20.981820373
3926,4.9236723727,54.7793721761,2.14,22.9931046831
3927,4.5306895228,54.3241455173,2.17,23.4982866125
3928,5.0327382156,55.7037657857,2.37,22.544968071
3929,4.3769233489,53.5095956545,2.1,24.1074248817
3930,4.8070235946,55.101391351,2.41,22.7352616102
3931,4.2625312342,53.337743412,2.11,23.773152561
3932,4.6867044204,53.4651816634,2.15,23.2656613957
3933,4.757285293,55.5363009372,2.36,22.8688293682
3934,4.7702082345,56.0392615459,2.41,22.9364690969
3935,4.4204862814,54.0465408824,2.15,23.9606686619
3936,4.5758597724,54.7450691368,2.4,23.7257923567
3937,5.4245025283,56.1518493851,2.49,21.7607302567
3938,4.3901634039,52.4251984204,2.1,23.9686492355
3939,4.9554336543,54.8110541426,2.37,22.5828171824
3940,4.2001494053,53.7828513087,2.09,24.5287225918
3941,3.772579877,54.09220936,2.15,25.3237105687
3942,4.1247156256,54.4120543534,2.15,24.3934057003
3943,4.0888067019,53.4875585778,2.14,24.2801661463
3944,4.0886077146,55.2374971298,2.42,24.5612543673
3945,3.474029975,55.7832889246,2.4,26.1020614983
3946,3.4304212606,54.439204826,2.09,26.3943576373
3947,3.7938080644,54.6795413514,2.15,25.7514826011
3948,3.2279247839,54.5804127306,2.1,26.7842264475
3949,3.6846081318,54.829149982,2.14,26.0308822215
3950,3.6476885528,56.2653738576,2.41,25.3730577557
3951,3.3583912185,56.4998741521,2.25,26.6866569211
3952,3.7423083635,54.1337063158,2.15,26.1247176833
3953,3.6751078303,54.9070205326,2.1,25.650495685
3954,3.9037818479,53.6818721298,2.13,24.8854499344
3955,3.8073188766,55.856903017,2.29,25.3432569644
3956,3.611801227,55.5994457779,2.09,25.9455499753
3957,3.7483811158,56.757602846,2.39,25.7500888179
3958,3.685925908,54.3308222289,2.13,25.7321858485
3959,3.6877082185,55.9016361335,2.37,25.6037200469
3960,3.7511848418,55.1770176028,2.12,25.499847252
3961,3.2991182731,55.5344079255,2.09,26.8373264649
3962,3.9507422523,53.9958757232,2.09,25.4620651824
3963,3.7138280028,53.6182178217,2.1,25.3280793942
3964,3.6831498594,54.1924763875,2.11,24.9748857308
3965,3.7128922684,54.2969990275,2.09,25.4882365716
3966,3.5543898283,53.9878674461,2.09,25.545234342
3967,5.3330783041,54.3963182285,2.1,22.3530785822
3968,3.863759601,55.5750976638,2.11,24.2394191817
3969,3.5550162853,54.6798917695,2.1,25.6430549424
3970,3.7981992201,54.7265612487,2.12,25.2553613308
3971,3.566033969,53.2064323849,2.1,25.3960411446
3972,4.3809523843,55.616222706,2.12,23.9087314568
3973,3.7689569277,55.0569625547,2.15,24.6683343991
3974,4.0205797789,53.6567727293,2.1,25.2871683132
3975,4.1015073263,53.9424595447,2.11,24.70767892
3976,4.0414414777,54.3811937777,2.1,24.9299290811
3977,4.0385041115,54.5302202797,2.11,24.9360991477
3978,3.6387076165,54.5806007744,2.15,25.9033095931
3979,3.4334400579,55.2150374381,2.11,26.1974073952
3980,3.8847806951,54.137101368,2.34,25.5603573985
3981,4.9955770022,60.7642474316,2.61,24.6147763147
3982,3.7487742595,55.2408533076,2.13,25.6118966717
3983,3.6364239817,56.6569301826,2.22,26.2981627676
3984,3.6904327587,55.5038471628,2.11,25.8261972076
3985,3.8358737795,55.6119659274,2.09,25.3590867333
3986,3.8817991821,55.2651893987,2.24,25.4760855773
3987,3.7343038452,55.171334623,2.11,25.5514129052
3988,4.3447445005,53.1965018949,2.13,25.440955939
3989,4.0972136949,55.7355066152,2.36,25.6970955927
3990,3.8346464351,54.5179117148,2.09,25.2874287301
3991,3.7623611418,55.6155445581,2.39,24.6407678802
3992,3.2779106397,57.7836297746,2.49,27.0998784575
3993,3.5668983151,56.2876610125,2.38,25.0419619438
3994,3.6207491864,56.8867929962,2.41,25.2344828574
3995,3.6394287901,55.3870815279,2.14,25.434241533
3996,3.9648370357,55.615814463,2.18,24.8410256059
3997,3.5732202497,56.190680119,2.25,26.143311827
3998,3.5316454852,55.8780767959,2.17,26.0650661865
3999,3.7122725266,56.1214554227,2.37,25.1378881657
4000,3.5588454227,57.7855952807,2.2,25.5423985407
4001,3.7993748305,56.1065034103,2.16,25.2840769395
4002,3.5782319582,56.5520858231,2.48,25.3635895725
4003,3.7278208093,55.9042956333,2.38,25.1956886431
4004,3.6453661646,55.5449306195,2.25,25.9862653063
4005,3.7621828002,55.9237239813,2.16,26.2005609204
4006,3.8223379571,56.0710208783,2.11,25.8343759661
4007,3.676326595,56.3654682438,2.38,25.6369893103
4008,3.5588529147,56.4885449873,2.18,26.067069231
4009,3.6553919639,54.0592274014,2.2,25.250968824
4010,3.7145991917,54.990677968,2.13,24.4732809311
4011,3.691983126,55.2238701979,2.15,25.7676915533
4012,3.5063902545,55.1795299475,2.17,25.7376730604
4013,3.4211792088,54.4070267598,2.17,25.5972841762
4014,3.4690003084,53.7483831544,2.11,26.2066212662
4015,3.77514734,54.2055980399,2.14,25.4328585209
4016,3.6241518089,54.7991884303,2.31,25.4875202173
4017,3.6139286858,54.3897707029,2.15,25.6174885386
4018,3.7698963629,54.8857205762,2.15,24.9669789597
4019,3.6056005909,53.9860047231,2.17,25.5349410787
4020,4.0398255015,54.8202241181,2.09,25.5761910666
4021,3.6876764531,57.2403407032,2.55,25.9954810185
4022,3.5238021415,54.8591527278,2.17,25.9997392131
4023,3.316723896,55.130931032,2.09,27.0715270092
4024,3.5452600296,55.4642466194,2.16,26.1182785652
4025,4.2004940034,55.8995748983,2.16,25.1420554307
4026,3.9309572044,55.7483955126,2.22,24.9018332021
4027,3.6020854758,56.1306593053,2.09,26.8486574603
4028,3.4433302708,55.8875275026,2.09,26.8534332358
4029,3.5914522154,55.2842835165,2.14,25.9722272244
4030,4.1073411632,56.6865351072,2.14,24.8517034018
4031,3.8375809619,55.8550682668,2.13,25.8520551173
4032,3.694608878,56.2336481299,2.4,25.5414594289
4033,3.6533605052,55.7939662241,2.15,26.3203957043
4034,3.4397688047,54.5392702333,2.11,25.9632252441
4035,3.9402463759,55.2559301201,2.38,24.6879955197
4036,3.6301906265,55.0108527303,2.14,25.613527065
4037,3.5039907992,54.4044502685,2.11,26.012826532
4038,3.4173184989,55.3831327241,2.1,27.940023605
4039,3.6258675023,54.782588392,2.12,25.7215064384
4040,3.7184991511,54.674632575,2.14,25.3955919902
4041,3.9353058378,55.1538233468,2.16,24.8162574394
4042,3.6343305964,55.3689008127,2.21,25.4160149408
4043,3.6779237758,54.1137030417,2.1,25.4272499793
4044,3.5640432405,55.2396288915,2.15,25.4871890259
4045,3.7128404635,54.2384247611,2.12,25.8261577176
4046,3.7089771283,54.1807165221,2.1,25.7718039233
4047,3.3414364722,54.25105011,2.1,26.4737003202
4048,3.5521192935,55.4046260598,2.13,25.9413301241
4049,3.619085334,55.5240223391,2.15,25.2381838218
4050,3.788815001,56.7589775852,2.2,24.9249523204
4051,3.7402150217,55.8229742456,2.15,25.5713008325
4052,3.4839391187,55.1819537053,2.1,25.965647064
4053,3.4651992783,55.4659037772,2.14,26.1742634416
4054,3.6048473413,54.9813830579,2.1,25.7169157598
4055,3.8196475075,56.0379963538,2.18,24.9023826511
4056,3.3798514756,55.0736420694,2.11,25.7729482344
4057,3.1636693885,54.3917858183,2.2,27.2322697093
4058,3.3362046557,55.1604337899,2.1,26.3777754327
4059,3.6536399027,55.8008903505,2.18,25.4693838944
4060,3.2749222377,56.0187190895,2.36,26.25921809
4061,3.3692113233,53.8283116837,2.09,26.5137764691
4062,3.2892685824,53.1986534603,2.1,25.7770783877
4063,3.3056965401,52.0575928923,2.11,26.2303434848
4064,3.5475435167,53.8015096154,2.14,25.3433522494
4065,3.7181383969,54.4343551541,2.09,25.6609150829
4066,3.6514565636,53.9400213066,2.09,25.3699653271
4067,3.3957662292,54.7650188028,2.39,26.1727665045
4068,3.558345174,53.6608788307,2.16,25.3754582995
4069,3.3941885951,52.8977651596,2.09,25.9149154617
4070,3.6555447477,54.0461274174,2.14,25.3727216397
4071,3.6119722406,54.2981116328,2.17,25.2914750267
4072,3.2152452052,54.8731899764,2.26,26.8712448604
4073,3.4602679475,54.327168519,2.17,25.5050382568
4074,3.5626312877,53.3453784194,2.14,25.830519178
4075,3.7023505908,53.2309897859,2.1,25.3289539166
4076,3.7386765694,53.5372356262,2.15,25.467798173
4077,3.4862900221,55.0718730333,2.15,25.3437029382
4078,3.2924034125,55.0407042595,2.15,26.5890086734
4079,3.5106908951,54.1914702892,2.09,25.9577122476
4080,3.5004733647,54.6944790352,2.1,25.7344665248
4081,3.2817758087,55.5108606091,2.14,26.5801600812
4082,3.5215067165,55.416084169,2.18,26.1375514988
4083,3.1358507933,54.3181573959,2.11,27.3220886789
4084,3.3082013259,54.9929278822,2.09,26.2187281309
4085,3.1865422158,54.9606478306,2.09,26.9751017646
4086,3.3942195499,55.1895605,2.09,26.4367708046
4087,3.5491545183,54.2980220231,2.1,26.5000374002
4088,3.3146672915,54.7970554213,2.11,26.4224058364
4089,3.3088780952,54.6739532867,2.16,25.9279406973
4090,3.4562260331,54.6568704607,2.11,25.7251992046
4091,3.6991942029,53.8946309109,2.09,25.7988531901
4092,3.2867464386,53.0176432691,2.09,26.7016536334
4093,3.291599848,54.2164949928,2.09,26.4763067514
4094,3.4044342231,54.6392210641,2.1,26.3451549104
4095,3.717435763,54.0071064622,2.09,25.1075195361
4096,3.8877856362,56.2225486632,2.18,25.5439479484
4097,4.1239182164,56.9603402584,2.35,25.064291016
4098,3.3915474755,53.5515421487,2.09,26.5870145385
4099,3.5304648149,54.6058831486,2.11,25.3517141195
4100,3.7546029864,54.6013843552,2.36,25.2337804159
4101,3.6337582855,54.9614532795,2.3,25.3272046154
4102,3.3611092343,54.1447954917,2.16,26.4656733946
4103,3.5220988799,53.5924572303,2.1,25.8189374006
4104,3.3003584343,54.0831230582,2.09,26.4140172142
4105,3.6271021063,55.4661454829,2.43,25.5347323783
4106,3.3563358754,53.1226179651,2.09,26.0607783442
4107,3.6437871532,54.3768280891,2.13,25.1456026323
4108,3.4860564437,54.6143443611,2.15,25.3438450099
4109,3.8044142657,53.4520333564,2.1,25.4907436044
4110,3.2985454377,54.8732513244,2.23,26.2254775795
4111,3.5558385036,53.8531008168,2.14,25.6302848571
4112,4.0922000231,53.5036341923,2.09,24.4181939691
4113,4.0745364341,52.2411320215,2.12,24.3272440782
4114,3.744385272,55.1516253335,2.09,26.0718266355
4115,3.4176759717,53.5897385901,2.09,26.5954733479
4116,3.2076745229,53.4013974785,2.1,27.2411223109
4117,3.3770030924,53.0742392543,2.11,27.7364900425
4118,3.327176122,55.3607920872,2.1,26.3718781274
4119,3.7916952615,54.680528471,2.09,25.2646536312
4120,3.5890808311,55.6471304834,2.09,26.2912758859
4121,3.4147884434,54.4987614042,2.09,26.7185143176
4122,3.6363879833,55.5796279742,2.15,26.0419203974
4123,3.7235359739,54.2260835724,2.11,25.5416881665
4124,3.6135741811,53.9386148004,2.09,26.3913318428
4125,3.5590950344,54.1410903144,2.09,26.4513196078
4126,3.4547088396,54.0642428271,2.09,26.104421398
4127,3.5862059629,53.5539019011,2.18,25.6660761639
4128,3.5838384222,54.5384247826,2.12,25.9865552474
4129,3.691983148,54.1131874192,2.16,26.0467317803
4130,3.4976144291,55.5780719703,2.1,26.2295200169
4131,3.7659078033,56.5322603869,2.11,24.5418335637
4132,3.629978079,54.6223371996,2.09,25.7926007727
4133,3.4919541274,56.5510836007,2.18,26.2724425313
4134,3.1104090289,56.9284080963,2.44,27.5691882353
4135,3.6604105071,56.2578364755,2.11,25.5730250729
4136,3.438341837,54.7135178426,2.09,26.4329521736
4137,3.5570557562,54.6397642391,2.09,26.4870045131
4138,3.6999998085,54.6508367629,2.09,25.8820944255
4139,3.8017211804,55.7918966016,2.09,24.8916097408
4140,4.3207761592,57.3982563812,2.09,23.2028996689
4141,3.6720669627,55.6379859988,2.09,25.9536190036
4142,3.806017606,56.4644188192,2.1,25.4208680341
4143,3.606916515,55.7895111986,2.1,26.0113676224
4144,3.9664309601,56.5421490745,2.1,25.1626563592
4145,3.6376084179,55.4930371584,2.09,26.223256834
4146,3.4732913402,55.3953942656,2.09,26.327681848
4147,3.7254852947,54.8476247489,2.09,25.643273581
4148,3.2956855406,56.3412000733,2.09,27.5717686724
4149,3.5921044973,55.364754147,2.1,25.4331372682
4150,3.5194822843,54.2379366669,2.09,26.315074266
4151,3.5620620088,55.2329765766,2.09,26.1804560895
4152,3.6214508431,55.3756538363,2.15,25.8551114267
4153,3.4541831441,55.5395156437,2.14,26.6406837613
4154,3.7433330377,55.1831862462,2.16,25.0548586757
4155,3.6156785461,54.3242992553,2.1,25.9149939292
4156,3.4488347524,54.9764842226,2.09,26.2346631953
4157,4.3205627608,54.6255017566,2.15,23.9451166914
4158,7.1755397573,54.952164684,2.13,20.719146025
4159,3.9822880264,53.7380321945,2.14,24.8508321075
4160,4.2173511461,53.2754631099,2.1,24.5644532955
4161,4.1781314316,54.4782509028,2.11,24.6968248989
4162,3.6914175051,54.8436992514,2.11,25.657946727
4163,3.7624328147,53.4579909768,2.09,25.8765455379
4164,3.6580930232,53.7130386028,2.11,26.1080859048
4165,4.0234114015,53.7198503144,2.09,25.0714335686
4166,3.7030525331,53.2898562126,2.09,25.7447530939
4167,3.6681978442,54.3389869419,2.16,26.1319731675
4168,4.0424841016,51.81981333,2.09,24.6926927676
4169,3.6507968706,52.9824568684,2.1,25.638239087
4170,3.7245025019,53.7990546297,2.09,25.3511903364
4171,3.7798076743,54.1361397672,2.09,25.6220720804
4172,3.6836148792,53.9305736032,2.09,25.5226869158
4173,3.5585840085,52.4011277004,2.09,26.1874600516
4174,3.7332951327,54.081207795,2.09,25.4194442649
4175,3.4354103838,55.1012233155,2.21,26.2477515896
4176,3.6987085646,56.7823936832,2.39,25.7116471671
4177,3.7051554903,55.235854415,2.47,25.2053041687
4178,3.7190456885,52.5128953492,2.09,25.8911122771
4179,3.583298651,54.4209447757,2.09,25.8369908518
4180,3.8887610406,54.666087625,2.1,24.9924180781
4181,3.7423819408,54.4744788073,2.09,25.5054950102
4182,3.6553094783,54.559994532,2.09,25.8070894319
4183,3.8434821768,52.7514028296,2.09,25.8918127093
4184,3.7128255156,54.6439240997,2.09,25.8101993627
4185,3.6835543691,54.4031745836,2.21,25.8870784178
4186,4.1169169038,53.9455995488,2.09,24.6893203348
4187,5.3267980894,56.5747093093,2.39,22.3560030875
4188,4.0668117516,54.7437714857,2.09,24.8842072681
4189,4.5464007431,56.2087139833,2.17,24.4068071147
4190,4.2706860616,54.5351360779,2.09,24.0193416949
4191,3.9107972492,54.5532657409,2.09,24.8526574892
4192,3.7823751452,54.0885967122,2.09,25.3468235216
4193,3.7723174872,55.7238965522,2.11,25.5146336847
4194,3.9049383246,59.8540769969,2.14,24.3903235544
4195,3.8736996794,56.7689002864,2.57,25.2120324072
4196,3.8124243153,54.1396936424,2.1,25.6302845762
4197,4.4929514311,55.4092361741,2.12,24.7747869119
4198,4.2126118402,54.9695078489,2.2,24.9845760957
4199,3.8951315953,54.7449512822,2.12,25.6196244304
4200,4.3951361211,54.6417707491,2.15,25.2900238874
4201,3.4860277599,52.7815334909,2.1,26.1554973201
4202,4.1800979468,53.3601649375,2.1,24.9666800593
4203,4.319552504,55.1492077389,2.39,24.5522661763
4204,4.1437905144,56.1670129235,2.47,24.1728357108
4205,3.8044342363,54.5917872963,2.11,25.8646376734
4206,3.8162654956,53.796252189,2.1,24.9974674679
4207,4.3781198513,56.3763007047,2.5,23.8088813152
4208,3.7783190962,55.5221081277,2.52,24.9641783999
4209,3.9196704702,55.9850689473,2.39,24.6405434982
4210,4.1148029952,54.7537798922,2.11,24.6217086751
4211,4.0009100923,55.1125169072,2.48,24.1816657524
4212,4.1663656829,55.9435272122,2.54,24.6082468957
4213,4.0984076062,54.3700432673,2.15,24.3205757357
4214,3.7756869971,55.7546389714,2.2,25.5643731439
4215,4.2441231449,54.7807096892,2.11,24.7257871591
4216,3.9334082193,55.6456188947,2.1,26.1087116001
4217,3.453158199,56.0558948013,2.11,26.2091650916
4218,4.0964010522,55.9026051475,2.13,25.5350514516
4219,4.108785663,55.4253832968,2.13,25.2454249617
4220,3.6871867211,54.7278497239,2.11,26.0933032772
4221,3.8556174964,54.3203865616,2.1,25.5025431953
4222,3.8469957177,55.6209718531,2.18,25.4542182972
4223,4.2676373573,55.0999024099,2.12,24.8210367885
4224,3.7988302149,54.2117021407,2.11,25.724761067
4225,3.9272944223,53.6893987779,2.12,25.4725131988
4226,4.1212948386,54.0927159675,2.11,25.0561767728
4227,3.5884092041,54.073602921,2.11,26.1117804406
4228,3.4237754137,53.1467626839,2.1,28.4444055242
4229,3.469642219,54.2250098117,2.1,26.760842416
4230,3.6995440531,53.3111811081,2.1,25.9603114799
4231,4.1268917819,53.9177412147,2.1,25.3908298798
4232,3.6019131741,53.6979074908,2.1,26.507432371
4233,3.910344036,54.0130873969,2.1,25.8804002845
4234,3.354420304,53.0789496082,2.09,26.8308809572
4235,3.3078353509,53.0160306045,2.1,26.6080802454
4236,3.7406384324,53.3176386207,2.09,25.9606079942
4237,3.8169703104,53.721345192,2.09,26.2225868328
4238,3.7338648695,54.7947715095,2.12,26.3297323506
4239,3.5649912101,54.2290042094,2.11,26.0630447095
4240,3.4758128809,52.1133950214,2.09,25.9491462971
4241,3.6972358952,53.7327569057,2.09,25.7287536916
4242,3.8766275442,54.015921829,2.12,25.7636502732
4243,3.759837542,55.6125483518,2.12,26.1552582175
4244,3.6066593406,54.2552317305,2.12,25.5526716306
4245,3.6322610459,54.5543138333,2.12,25.7250725798
4246,3.6081974634,52.461588932,2.09,25.3288334785
4247,3.7783643272,53.8855727654,2.12,25.6922420324
4248,3.9921289515,53.7457582829,2.09,25.0355260566
4249,3.6904349702,53.8505273242,2.09,26.229649582
4250,4.4183913345,55.5620037896,2.18,24.2098930241
4251,3.9973718362,55.6386076049,2.35,25.4516770297
4252,4.3007321119,55.4896273651,2.44,24.6521597168
4253,4.3230105265,56.7771423385,2.41,24.8986800299
4254,4.1245006823,54.8487175322,2.09,25.7008478336
4255,4.290639341,56.027605351,2.14,25.5515386909
4256,4.5429367582,54.8714805908,2.11,24.4515431705
4257,4.7039650687,55.8796070113,2.14,24.1587458763
4258,4.1827551283,55.8577025572,2.15,25.1567130205
4259,3.910147925,53.9467844922,2.11,25.7990888389
4260,3.8708020056,53.6812295245,2.09,25.9006249597
4261,4.7737977562,55.0324300396,2.15,24.1570260588
4262,5.0837846725,56.3284474956,2.36,23.6210401466
4263,5.0840496534,56.8186886838,2.38,23.4554285441
4264,4.9188004519,57.0785039309,2.56,23.4343854024
4265,4.6896835233,54.5380362787,2.12,24.4736361686
4266,4.4775330884,54.6444408461,2.21,24.5458599232
4267,5.2820596327,55.8582640377,2.46,23.1681431395
4268,4.7664304801,55.5687291611,2.37,23.5387806264
4269,5.0443575194,55.7075448811,2.46,23.1816635526
4270,5.113889356,56.4841966454,2.38,23.4425632099
4271,5.0350532874,56.1712236884,2.45,23.3189741112
4272,5.2203283459,56.2659719112,2.39,22.9357690872
4273,5.5661139011,57.118543442,2.53,22.3020162364
4274,5.10910765,56.5051732326,2.46,23.6358469747
4275,5.2921214808,56.003151028,2.38,22.451020169
4276,5.0215063765,55.7200697121,2.17,23.8218984555
4277,5.1117790765,56.4867034205,2.4,22.3663281585
4278,5.1674530727,57.3311072592,2.53,22.9584106935
4279,5.4295895238,56.350274248,2.47,22.2211824815
4280,5.1004010021,56.7028648654,2.23,23.1530514778
4281,4.7608037995,55.8073182596,2.49,22.7996216668
4282,4.9399300586,56.0563933142,2.39,22.8081306346
4283,4.4205407032,55.1400260557,2.25,24.3957275763
4284,4.78490064,54.5606138639,2.15,23.8209352032
4285,5.4121855127,56.3069024546,2.38,22.806662538
4286,4.7526151261,54.0238707601,2.18,23.0986118491
4287,4.8739755556,57.2719731177,2.52,22.6624242798
4288,5.0444911063,56.9265059673,2.39,22.9628847316
4289,4.5978820761,53.833663988,2.12,23.6781457276
4290,4.9325587527,56.3234990885,2.4,23.4135234357
4291,4.8301823987,54.9981194463,2.16,24.252372653
4292,4.9596550113,57.1939361646,2.52,23.1628650853
4293,5.1396571661,55.3465689307,2.15,23.4438717252
4294,4.8668834727,55.3702353064,2.11,23.5823954063
4295,5.2174315195,54.212186904,2.11,23.0805758885
4296,4.5776857432,54.2693666531,2.1,24.2072652713
4297,4.3927554138,54.4145249664,2.1,24.8575943425
4298,4.5901621888,56.6975139739,2.63,23.6379327843
4299,5.2006110705,55.5176572109,2.19,23.1599765956
4300,4.6770320875,55.1645508962,2.39,23.8040545799
4301,4.6087916924,54.6020503995,2.17,24.2303290763
4302,5.0778569696,56.4132062098,2.46,23.661247782
4303,4.7828744884,54.4820842264,2.1,24.6007237961
4304,4.9050245071,54.7574616063,2.13,23.7148473448
4305,5.0046302397,55.7072605069,2.39,22.5466034008
4306,4.962953264,55.7437018538,2.38,23.2636187005
4307,5.0955613287,55.6472267558,2.16,23.52083243
4308,5.6112017267,56.5300291986,2.46,22.1544555011
4309,4.3437803845,56.5413705858,2.15,26.3949848992
4310,4.8296241052,54.3153295534,2.38,22.8488206842
4311,5.6170696375,57.3190087141,2.48,22.7132416704
4312,5.2786780641,55.5677967717,2.32,22.7448622258
4313,4.5675085228,56.0272204261,2.39,24.1864201516
4314,4.6884537202,55.9640522026,2.37,23.8499319063
4315,5.2666424562,56.5170607604,2.47,22.4765605988
4316,5.2762326302,54.6472650424,2.32,22.7073478802
4317,4.938791072,54.4302669385,2.37,23.1922887179
4318,4.7656004309,55.2461543063,2.35,23.2277699297
4319,5.9849367505,57.5438407723,2.27,22.2836061361
4320,5.3406655768,54.9159345337,2.15,23.6776040818
4321,5.2959781169,55.6875153146,2.15,23.5413254785
4322,6.4186289104,56.4891650985,2.11,22.5929602944
4323,6.5065514785,56.8869225359,2.19,21.9614810726
4324,6.9599951238,59.7280439003,2.39,19.2294668698
4325,5.1543535294,54.2592559508,2.32,23.7337877885
4326,5.0175441963,53.7445944645,2.11,23.8999765506
4327,5.3071982951,55.3390207635,2.38,22.5026283112
4328,5.3847946275,55.7727311746,2.37,22.5635994334
4329,4.509901317,53.469655509,2.1,24.255801496
4330,4.5902475347,53.1836537046,2.1,23.456388987
4331,4.3085759994,53.3149313184,2.11,24.5152639643
